sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
0.36,1.9,640,53,77,0.99604,8.47,0.87,11,7,cubed,17.2,7,chocolate,1.73,3
0.4,2.3,370,18,102,0.9923,8.49,0.42,11.4,9,melted,13.6,7,"chocolate, oats",1.1,3
0.28,9.4,560,29,183,0.99594,8.17,0.43,9.4,7,melted,13.8,7,"nuts, chocolate",1.25,3
0.23,3.4,780,14,104,0.9976,8.28,0.62,9.4,5,cubed,16.4,7,"nuts,raisins",1.31,3
0.31,19.25,430,38,167,0.99954,7.93,0.52,9.1,9,melted,13.8,7,"chocolate, oats",1.64,3
0.42,1.8,310,30,93,0.9917,8.09,0.39,11.4,7,melted,16.4,7,chocolate,1.58,3
0.42,18.05,500,35,144,0.9999,8.22,0.42,8.8,7,melted,14,7,chocolate,1.31,3
0.13,1.3,370,45,156,0.99184,8.26,0.38,10.7,7,melted,11,7,raisins,1.14,3
0.34,7.7,440,63,212,0.99526,8.22,0.48,9.7,8,melted,13.2,7,raisins,1.34,3
0.26,8.15,350,14,88,0.99031,8.06,0.27,13,9,melted,12.2,7,raisins,1.23,3
0.29,8.9,500,24,90,0.99556,8.29,0.46,9.8,8,melted,14,7,chocolate,1.99,3
0.32,2.2,810,32,79,0.9964,8.3,0.72,11,6,cubed,16.8,7,raisins,1.95,3
0.16,4.2,290,37,100,0.9905,8.3,0.36,11.8,10,melted,10.6,7,raisins,1.52,3
0.45,10.4,600,22,184,0.99711,8.31,0.56,9.8,8,melted,12.4,7,raisins,1.1,3
0.3,1.9,250,14,153,0.9928,8.29,0.62,10.5,8,melted,13.2,7,chocolate,1.17,3
0.28,7.5,400,70,230,0.99558,8.14,0.55,9.8,8,melted,16.2,7,raisins,1.27,3
0.22,16.65,440,39,110,0.99855,8.24,0.48,9,8,melted,11.4,7,chocolate,1.61,3
0.26,4.5,530,17,126,0.9943,8.24,0.46,9.1,7,melted,12,7,"nuts,raisins",1.72,3
0.15,4.6,440,25,78,0.9931,8.11,0.38,10.2,8,melted,13.2,7,raisins,1.97,3
0.28,2.5,280,22,98,0.99072,8.16,0.37,11.1,9,melted,12.2,7,"chocolate, oats",1.52,3
0.39,1.5,530,26,106,0.99166,8.18,0.47,11.1,8,melted,14.4,7,chocolate,1.85,3
0.31,12.4,590,52,181,0.9984,8.51,0.47,9.8,8,melted,13.2,7,chocolate,1.85,3
0.31,1.1,410,49,123,0.9914,7.99,0.45,11.1,8,melted,16.2,7,raisins,1.88,3
0.36,11,520,53,247,0.9984,8.44,0.55,9.3,8,melted,13,7,raisins,1.02,3
0.36,1.5,330,14,122,0.9941,8.2,0.39,10.3,6,melted,16,7,"chocolate, oats",1.54,3
0.21,2.4,860,24,69,0.99556,8.4,0.53,10.1,6,cubed,14,7,raisins,1.44,3
0.3,0.8,430,33,144,0.9936,8.42,0.39,9.1,8,melted,13,7,"chocolate, oats",1.28,3
0.42,15.1,330,28,124,0.99684,7.87,0.47,9.5,7,melted,12.2,7,"chocolate, oats",1.77,3
0.32,1.6,290,41,102,0.98916,8.41,0.55,12.7,9,melted,11.8,7,raisins,1.77,3
0.33,3.95,470,16,81,0.98988,8.23,0.53,13.4,9,melted,13.6,7,"nuts, chocolate",1.1,3
0.31,2.7,270,11,100,0.98964,8.46,0.4,13.2,9,melted,11.2,7,"chocolate, oats",1.12,3
0.52,,470,63,186,0.99481,8.18,0.44,9.6,7,melted,12.6,7,raisins,1.35,3
0.3,3.4,790,7,34,0.99788,8.36,0.61,10.5,5,cubed,16.6,7,"nuts, chocolate",1.81,3
0.17,1.8,820,27,51,0.99634,8.49,0.64,10.4,5,cubed,14.2,7,"nuts, chocolate",1.12,3
0.41,5,430,50,188,0.99318,8.23,0.64,10.8,8,melted,12.4,7,chocolate,1.38,3
0.21,9.5,700,33,172,0.9971,8,0.55,9.1,8,melted,14.4,7,"nuts, oats, chocolate",1.39,3
0.49,14,340,37,156,0.9958,8.14,0.38,11.8,9,melted,15.2,7,"nuts,raisins",1.62,3
0.24,2,670,28,48,0.99576,8.43,0.54,10,4,cubed,14.6,7,raisins,1.09,3
0.61,12,460,64,179,0.9982,8.07,0.46,8.9,7,melted,15.4,7,chocolate,1.9,3
0.34,2.1,490,12,136,0.9922,8.25,0.46,11.6,9,melted,14,7,chocolate,1.14,3
0.33,9.7,360,46,172,0.9966,8.08,0.4,10.2,7,melted,17.6,7,raisins,1.17,3
0.22,4,380,17,98,0.99018,8.25,0.53,13,9,melted,13.2,7,raisins,1.5,3
0.27,5.2,600,14,169,0.99252,8.27,0.57,11.6,8,melted,13.6,7,raisins,1.74,3
0.33,2.5,680,34,102,0.99414,8.27,0.78,12.8,6,cubed,14.4,7,"nuts, oats, chocolate",1.05,3
0.58,3,1030,28,99,1.0008,8.16,1,11.5,6,cubed,24.8,7,"nuts, chocolate",1.79,3
0.4,2.6,730,10,26,0.9984,8.34,0.75,10.2,6,cubed,18.6,7,raisins,1.24,3
0.7,13.1,420,29,197,0.998,8.06,0.64,9.7,7,melted,16.8,7,"nuts, chocolate",1.67,3
0.28,3,540,33,99,0.9924,8.16,0.4,10.8,8,melted,13.8,7,"chocolate, oats",1.75,3
0.56,8.2,440,37,181,0.998,7.87,0.68,9.5,8,melted,21.4,7,chocolate,1,3
0.42,1.1,430,63,146,0.99066,8.13,0.72,11.2,9,melted,12.6,7,"chocolate, oats",1.77,3
0.07,1.5,330,55,144,0.99208,8.16,0.42,10,7,melted,13.2,7,raisins,1.46,3
0.3,10,460,49,212,0.9962,8.74,0.55,11.9,8,melted,12.6,7,raisins,1.68,3
0.3,1.3,360,7,49,0.99242,7.99,0.73,10.3,7,melted,16.2,7,chocolate,1.09,3
0.41,1.1,480,35,150,0.99168,8.09,0.47,11.2,7,melted,16,7,chocolate,1.81,3
0.25,1.2,330,36,111,0.98918,8.16,0.37,12.4,8,melted,13.2,7,chocolate,1.96,3
0.28,1.9,770,11,40,0.9978,8.39,0.61,10,6,cubed,16.6,7,"nuts,raisins",1.31,3
0,4.3,930,51,77.5,0.99558,8.2,0.45,9.5,5,cubed,13.2,7,"nuts, oats, chocolate",1.15,3
0.26,3.6,370,18,115,0.9904,8.42,0.5,12.6,8,melted,11.2,7,chocolate,1.66,3
0.34,4,310,40,99,0.9896,8.39,0.39,12.8,9,melted,11.6,7,chocolate,1.26,3
0.27,1.9,480,40,170,0.9938,8.64,0.54,10,9,melted,12,7,chocolate,1.52,3
0.28,0.9,230,49,87,0.99062,7.92,0.36,11.1,8,melted,16.2,7,chocolate,1.59,3
0.49,9.3,380,52,163,0.9952,8.02,0.33,10.6,8,melted,16.4,7,chocolate,1.54,3
0.49,13.3,450,53,243,0.9982,8.14,0.48,8.5,8,melted,12.8,7,raisins,1.07,3
0.29,2.3,860,5,14,0.99502,8.32,0.62,11.5,6,cubed,15.2,7,"nuts,raisins",1.82,3
0.28,2.2,400,24,125,0.9917,8.19,0.48,10.5,8,melted,12.4,7,chocolate,1.63,3
0.36,5.1,310,46,145,0.9897,8.14,0.31,12.4,9,melted,10.4,7,raisins,1.63,3
0.33,1,310,33,93,0.99094,8.06,0.68,11.2,8,melted,15.2,7,"chocolate, oats",1.68,3
0.32,7.1,440,17,117,0.9962,8.32,0.41,10.4,6,melted,14.8,7,"nuts, chocolate",1.04,3
0.24,3.4,760,16,112,0.9976,8.27,0.61,9.4,5,cubed,16.6,7,"nuts,raisins",1.11,3
0.34,7.5,360,39,124,0.99123,7.99,0.32,12.4,10,melted,13.4,7,raisins,1.9,3
0.29,11.9,520,51,149,0.99544,8.02,0.58,10.4,8,melted,13.6,7,chocolate,1.34,3
0.49,1.3,310,8,97,0.9918,8.06,0.62,11.1,7,melted,15,7,chocolate,1.56,3
0.27,11,420,45,148,0.99786,8.14,0.46,8.7,7,melted,12.8,7,chocolate,1.25,3
0.29,1.1,460,34,84,0.9902,8.04,0.39,11.45,8,melted,15,7,chocolate,1.59,3
0.1,1.5,660,27,55,0.99655,8.39,0.51,9.3,5,cubed,15.2,7,"nuts, oats, chocolate",1.21,3
0.3,2.4,380,30,83,0.98867,8.09,0.36,12.8,9,melted,13.4,7,raisins,1.88,3
0.3,9.6,570,50,185,0.9978,8.39,0.38,9.6,8,melted,13.8,7,"chocolate, oats",1.95,3
0.23,7.3,690,31,157,0.9962,8.25,0.53,9.1,7,melted,12.8,7,chocolate,1.17,3
0.3,1.6,450,36,139,0.99534,8.11,0.49,9.3,7,melted,18.8,7,chocolate,1.92,3
0.25,12,570,48,224,0.9981,8.23,0.41,9,8,melted,11.8,7,chocolate,1.76,3
0.39,2.1,360,30,124,0.9908,8.28,0.43,12.2,10,melted,14.2,7,chocolate,1.04,3
0.49,15.55,580,50,134,0.9998,8.42,0.36,9.1,9,melted,14.6,7,"chocolate, oats",1.36,3
0.42,1.2,450,24,126,0.99234,8.09,0.87,10.9,8,melted,13.6,7,chocolate,1.84,3
0.43,10.9,450,53,154,0.99752,8.52,0.77,10.4,8,melted,13.2,7,"chocolate, oats",1.63,3
0.09,1.6,190,18,68,0.9906,8.33,0.51,11.4,9,melted,11,7,"nuts, chocolate",1.55,3
0.28,12.8,380,29,132,0.99426,8.31,0.57,11.8,9,melted,11.8,7,chocolate,1.39,3
0.34,5.7,350,32,83,0.9928,8.19,0.46,11.5,8,melted,14,7,chocolate,1.15,3
0.61,11.8,410,66,188,0.99794,8,0.54,9.3,7,melted,15.4,7,raisins,1.73,3
0.4,9.85,550,41,103,0.99532,7.98,0.56,10.5,8,melted,13.6,7,"chocolate, oats",1.34,3
0.56,15.4,530,32,141,0.9981,8.11,0.49,9.3,7,melted,13.2,7,chocolate,1.02,3
0,2.5,1050,22,37,0.9966,8.46,0.57,10.6,6,cubed,13.8,7,"nuts, oats, chocolate",1.36,3
0.49,11.4,350,57,137,0.99732,8.08,0.54,8.9,8,melted,13.2,7,chocolate,1.87,3
0.3,2.1,470,17,138,0.995,8.22,0.71,10.8,6,melted,16.4,7,"nuts, oats, chocolate",1.23,3
0.6,2.6,810,31,72,0.9996,8.1,0.73,10.5,5,cubed,25,7,raisins,1.93,3
0.36,2.05,500,31,100,0.992,8.19,0.44,10.8,8,melted,14.8,7,chocolate,1.56,3
0,1.6,630,36,87,0.9914,8.27,0.67,10.8,8,melted,12.2,7,"nuts, chocolate",1.98,3
0.34,5.6,460,30,140,0.99299,8.22,0.38,11,7,melted,13.2,7,chocolate,1.7,3
0.28,9,460,22,121,0.99468,8.1,0.55,10.8,7,melted,14.8,7,chocolate,1.14,3
0.36,1.8,500,16,84,0.9936,8.15,0.45,9.8,9,melted,16,7,"chocolate, oats",1.12,3
0.21,1.6,460,35,133,0.99466,8.38,0.46,10,8,melted,14.6,7,chocolate,1.34,3
0,1.2,410,16,46,0.99258,9.01,0.59,12.5,6,cubed,10.8,7,"nuts, oats",1.32,3
0.69,2.8,950,17,35,0.9994,8.1,0.61,10.8,6,cubed,23.8,7,raisins,1,3
0.34,7.4,590,36,174,0.9963,8.46,0.62,11.1,9,melted,13.8,7,raisins,1.46,3
0.29,1.4,420,34,101,0.99384,8.54,0.6,10.5,9,melted,14.8,7,"chocolate, oats",1.5,3
0.38,7.9,450,54,0,0.99572,8.17,0.46,9.1,7,melted,12.4,7,chocolate,1.9,3
0.35,16.5,400,60,171,0.999,8.16,0.59,9.1,8,melted,14.2,7,chocolate,1.64,3
0.33,2.5,260,31,85,0.99014,8.13,0.5,11.3,9,melted,12,7,chocolate,1.23,3
0.2,2.4,270,27,117,0.98886,8.56,0.45,13,9,melted,10.4,7,raisins,1.85,3
0.4,1.1,420,9,60,0.9915,7.89,0.5,10.6,7,melted,15.4,7,chocolate,1.67,3
0.5,4.3,460,29,80,0.9902,8.49,0.66,13.6,6,cubed,10,7,"nuts, chocolate",1.98,3
0.28,12.4,510,86,213,0.9962,8.16,0.51,9.9,8,melted,13,7,raisins,1.1,3
0.27,1.6,620,17,140,0.99138,8.23,0.35,11.1,8,melted,11.6,7,chocolate,1.32,3
0.35,5.9,400,82.5,260,0.9941,8.12,0.66,10.1,7,melted,12.6,7,raisins,1.45,3
0.27,11.75,300,34,118,0.9954,8.07,0.5,9.4,8,melted,9.8,7,chocolate,1.75,3
0.33,1,270,23,75,0.9908,8.3,0.39,11.4,9,melted,13,7,"chocolate, oats",1.51,3
0.62,10.8,410,70,189,0.9976,8.08,0.49,8.6,6,melted,14.4,7,"nuts, chocolate",1.35,3
0.29,13.7,350,53,134,0.99567,8.17,0.38,10.6,8,melted,12.6,7,chocolate,1.11,3
0.47,2.2,740,9,23,0.99638,8.23,0.76,12,6,cubed,21,7,raisins,1.2,3
0.49,3.8,370,46,139,0.99116,8.04,0.38,11.6,8,melted,15.4,7,chocolate,1.23,3
0.18,1.5,280,20,111,0.99228,8.41,0.5,10,7,melted,12.4,7,chocolate,1.79,3
0.14,3.9,700,27,73,0.99669,8.32,0.48,9.2,5,cubed,12.8,7,"nuts,raisins",1.78,3
0,2.35,710,21,47,0.99632,8.29,0.45,9.4,5,cubed,14.2,7,"nuts, oats",1.2,3
0.04,1.5,850,19,49,0.9958,8.35,0.78,9.5,5,cubed,13.8,7,"nuts,raisins",1.29,3
0.49,11.7,350,40,131,0.9958,8.14,0.34,10.8,7,melted,16,7,chocolate,1.81,3
0.29,6,300,29,144,0.99474,8.68,0.46,10.7,8,melted,12.2,7,"chocolate, oats",1.29,3
0.37,14.3,630,48,191,0.9978,7.89,0.38,9,8,melted,14.6,7,chocolate,1.45,3
0.25,12.9,540,34,189,0.9979,8.25,0.43,9,6,melted,12.2,7,chocolate,1.34,3
0.2,14.9,600,37,162,0.9983,8.13,0.45,9,6,melted,12.8,7,raisins,1.39,3
0.26,9.7,300,39,-99,0.9908,8.08,0.56,12.9,9,melted,12.4,7,chocolate,1.82,3
0.29,5.6,460,35,178,0.99313,8.25,0.51,10.53333333,7,melted,12.4,7,chocolate,1.77,3
0,1.7,810,3,12,0.9964,8.53,0.49,10.9,5,cubed,16.4,7,,1.89,3
0.34,2.7,470,64.5,218.5,0.9934,8.3,0.58,9.7,8,melted,13.6,7,chocolate,1,3
0.31,11.8,390,96,249,0.9976,8.07,0.52,9.5,8,melted,16.4,7,"chocolate, oats",1.61,3
0.36,8.8,260,50,151,0.9927,8.07,0.25,12.7,10,melted,16,7,"nuts, chocolate",1.44,3
0.37,1.5,600,18,75,0.9936,8.54,0.88,10.7,7,melted,15,7,"chocolate, oats",1.37,3
0.17,3,770,5,13,0.9976,8.29,0.55,10.4,5,cubed,18,7,"nuts, oats, chocolate",1.22,3
0.18,15,400,21,116,0.99736,8.14,0.5,9.2,7,melted,12.8,7,chocolate,1.35,3
0.39,1.9,360,41,98,0.99,8.19,0.43,11.9,9,melted,13,7,chocolate,1.91,3
0.26,6.8,490,22,93,0.9928,8.15,0.42,11,8,melted,12,7,chocolate,1.66,3
0.28,15.2,460,6,41,0.99665,8.17,0.39,10.9,8,melted,14.4,7,chocolate,1.15,3
0.31,7.4,530,32,211,0.99587,8.31,0.59,10.4,8,melted,14.2,7,chocolate,1.74,3
0.49,2.9,300,28,122,0.98926,8.13,0.4,13,8,melted,13.4,7,"nuts, chocolate",1.06,3
0.03,2.1,920,10,19,0.9966,8.39,0.47,9.6,5,cubed,14.6,7,"chocolate, peanut butter",1.67,3
0.49,7.7,450,48,195,0.9954,8.04,0.55,11,8,melted,15.8,7,chocolate,1.39,3
0.32,6.3,480,47,159,0.99282,8.21,0.6,11,8,melted,12.4,7,chocolate,1.68,3
0.32,11.3,380,69,192,0.99573,8.14,0.5,10.2,8,melted,12.8,7,chocolate,1.4,3
0.38,8.7,1260,49,199,0.99711,7.98,0.57,9.4,7,melted,15,7,raisins,1.31,3
0.74,1.8,330,33,156,0.991,8.29,0.52,12.8,8,melted,15.6,7,raisins,1.32,3
0.3,6.5,280,27,87,0.9936,8.4,0.42,11.4,9,melted,14,7,raisins,1.53,3
0.29,14.4,440,54,177,0.9991,8.17,0.58,8.9,8,melted,13.2,7,raisins,1.68,3
0.05,2.2,840,13,29,0.9959,8.22,0.55,9.9,6,cubed,15.8,7,peanut butter,1.94,3
0.35,16.5,400,60,171,0.999,8.16,0.59,9.1,8,melted,14.2,7,chocolate,1.69,3
0.35,7.7,310,36,135,0.9938,8.19,0.37,10.5,7,melted,13.2,7,chocolate,1.21,3
0.45,2.5,920,20,88,0.99918,8.15,0.43,9.4,5,cubed,20,7,raisins,1.2,3
0.11,1.5,790,11,39,0.9968,8.42,0.58,9.6,5,cubed,15,7,"nuts,raisins",1.56,3
0.49,7.4,390,46,108,0.9934,8.03,0.33,11.9,9,melted,16.8,7,chocolate,1.47,3
0.3,6.8,560,26,105,0.9954,8.44,0.4,9.6,8,melted,14.4,7,"chocolate, oats",1.49,3
0.33,4.1,350,26,155,0.9925,8.25,0.79,12.3,10,melted,13.8,7,raisins,1.35,3
0.62,10.6,360,56,153,0.9978,8.13,0.44,8.9,8,melted,15.4,7,raisins,1.95,3
0.05,2.6,540,36,146,0.9948,8.43,0.5,9.2,8,melted,11.8,7,"nuts,raisins",1.92,3
0.38,1.5,580,10,29,0.9962,8.26,0.74,9.8,5,cubed,16.4,7,raisins,1.53,3
0.34,8.9,480,32,111,0.99455,8.25,0.54,11,9,melted,13.4,7,chocolate,1.4,3
0.33,1.9,350,39,138,0.991,8.17,0.44,11.7,9,melted,14.8,7,chocolate,1.84,3
0.38,1.2,290,31,132,0.98895,8.28,0.36,12.4,8,melted,10.8,7,chocolate,1.46,3
0.23,7.1,410,20,97,0.99246,8.1,0.85,11.4,8,melted,13.8,7,chocolate,1.86,3
0.52,2.2,710,12,35,1.0006,8.1,0.56,9,6,cubed,26.4,7,"nuts, chocolate",1.69,3
0.3,1.2,290,25,93,0.98742,8.31,0.4,13.6,9,melted,10.8,7,raisins,1.38,3
0.24,5.6,330,23,120,0.99334,7.92,0.66,10.3,9,melted,14.4,7,raisins,1.6,3
0.24,3.3,410,25,143,0.9914,8.31,0.44,11.3,8,melted,12,7,raisins,1.97,3
0.35,5.4,480,36,108,0.9939,8.32,0.42,10.2,8,melted,13.8,7,"chocolate, oats",1.78,3
0.02,1.8,500,5,11,0.9962,8.48,0.52,9.5,5,cubed,13.6,7,"nuts, oats, chocolate",1.42,3
0.3,5.4,450,26,105,0.99469,8.32,0.45,9.3,7,melted,11.4,7,"chocolate, oats",1.27,3
0.29,1.8,320,26,74,0.98889,7.96,0.35,13,10,melted,14.6,7,"nuts, chocolate",1.72,3
0.74,12.8,450,24,126,0.9942,8.26,0.38,12.2,10,melted,14,7,"chocolate, oats",1.15,3
0.29,10.3,390,41,98,0.99564,8.19,0.38,9.8,10,melted,14,7,"chocolate, oats",1.07,3
0.35,7.7,560,45,191,0.99527,8.16,0.5,9.5,7,melted,12.8,7,chocolate,1.01,3
0.37,1.4,760,8,23,0.9974,8.26,0.7,9.6,6,cubed,16.6,7,chocolate,1.5,3
0.31,1.7,350,24,79,0.99053,8.27,0.69,11.4,9,melted,13,7,chocolate,1.57,3
0.22,1.3,490,25,155,0.99296,8.74,0.43,10,7,melted,11.2,7,chocolate,1.55,3
0.37,3.4,230,19,87,0.9902,8.14,0.53,12.7,8,melted,13.6,7,raisins,1.7,3
0.49,8.2,550,49,188,0.9974,8.52,0.58,9.7,8,melted,14.8,7,raisins,1.08,3
0.74,5,380,35,157,0.9945,8.21,0.46,9.9,7,melted,13.4,7,raisins,1.48,3
0.49,8.1,520,48,197,0.99558,8.19,0.48,9.5,7,melted,13.4,7,chocolate,1.51,3
0.41,1,420,14,59,0.9922,7.96,0.25,10.5,8,melted,18.4,7,chocolate,1.88,3
0.37,7.9,250,38,107,0.99306,7.93,0.37,11.9,8,melted,16.6,7,"chocolate, oats",1.52,3
0.33,10.4,310,47,194,0.99692,8.07,0.58,9.6,8,melted,15.6,7,raisins,1.89,3
0.24,1.9,340,10,53,0.98815,8.32,0.5,13.5,9,melted,11.2,7,"nuts, chocolate",1.13,3
0.4,1.6,470,5,133,0.993,8.23,0.7,11.4,8,melted,13.6,7,chocolate,1.39,3
0.42,12,670,24,131,0.99727,8.19,0.34,9.3,7,melted,13.8,7,"nuts, oats, chocolate",1.27,3
0.26,2,800,31,131,0.99622,8.21,0.52,9.9,5,cubed,15.6,7,"nuts, oats, chocolate",1.92,3
0.07,,430,34,149,0.9944,8.34,0.57,9.7,7,melted,10.6,7,"nuts,raisins",1.8,3
0.37,1.2,340,5,57,0.99256,8.05,0.54,10.4,5,melted,15.2,7,"nuts, chocolate",1.11,3
0.29,5.2,760,19,92,0.99138,7.95,0.39,12.5,8,melted,16.4,7,raisins,1.89,3
0.39,1.4,340,19,102,0.99121,8.23,0.6,11.3,9,melted,13.6,7,"chocolate, oats",1.45,3
0.4,2.4,520,4,10,0.99356,8.33,0.7,12.8,7,cubed,16.4,7,chocolate,1.28,3
0.34,2,640,12,25,0.99516,8.26,0.84,11.7,7,cubed,18.2,7,raisins,1.98,3
0.26,8.8,270,23,112,0.9931,7.98,0.41,11.4,8,melted,14.8,7,chocolate,1.94,3
0.35,2,460,31,95,0.98822,8.06,0.46,13.6,8,melted,12.4,7,raisins,1.78,3
0.28,1.1,180,18,72,0.9926,7.97,0.35,10.4,7,melted,17.6,7,chocolate,1.47,3
0.33,7.6,500,53,189,0.9966,8.25,0.49,8.6,7,melted,13,7,"chocolate, oats",1.46,3
0.26,7.8,310,23,90,0.9944,8.13,0.5,10.4,7,melted,15.4,7,raisins,1.25,3
0.27,2.6,330,25,85,0.99086,8.05,0.34,11.7,8,melted,13.4,7,"nuts, chocolate",1.49,3
0.35,0.6,420,11,71,0.9926,8.08,0.38,10.6,7,melted,17.4,7,chocolate,1.63,3
0.43,2.3,590,15,31,0.9966,8.15,0.57,11,5,cubed,20,7,"nuts, oats",1.04,3
0.33,1.9,470,20,101,0.9914,8.1,0.46,11.1,8,melted,13.6,7,chocolate,1.41,3
0.18,10.6,450,57,159,0.99666,8.09,0.54,9.2,7,melted,12.6,7,chocolate,1.28,3
0.25,1.7,480,39,177,0.99212,8.28,0.57,10.56666667,7,melted,13,7,"nuts,raisins",1.87,3
0.37,7,570,35,208,0.9973,8.57,0.55,10.2,7,melted,13.6,7,chocolate,1.05,3
0,2.7,1230,15,33,0.99538,8.44,0.63,11.3,6,cubed,13.6,7,"nuts, oats, chocolate",1.06,4
0.25,2,780,19,59,0.99612,8.3,0.48,10.2,5,cubed,16,7,"nuts,raisins",1.57,3
0.22,3.3,480,41,161,0.99256,8.16,0.5,10.5,8,melted,12.6,7,chocolate,1.06,3
0.24,1.4,460,17,77,0.99319,8.66,0.57,10.3,8,melted,12.2,7,"chocolate, oats",1.88,3
0.46,0.9,360,63,147,0.99126,8.02,0.41,10.7,8,melted,15.2,7,"chocolate, oats",1.13,3
0.27,2.4,480,30,149,0.9936,8.1,0.51,9.2,8,melted,14.4,7,chocolate,1.82,3
0.09,1.4,390,53,141,0.99206,8.12,0.44,10.1,7,melted,13.4,7,raisins,1.72,3
0.36,8.2,280,44,111,0.99272,8.14,0.41,12.4,8,melted,14.6,7,"chocolate, oats",1.02,3
0.01,2.7,340,56,122,0.9906,8.15,0.3,11.9,7,melted,13.2,7,"nuts,raisins",1.25,3
0.32,7.6,450,61,204,0.99543,8.1,0.55,10.1,8,melted,16,7,chocolate,1.53,3
0.28,2.2,420,33,93,0.9914,8.31,0.43,11.1,8,melted,12.8,7,"chocolate, oats",1.13,3
0.24,1.9,430,70,154,0.99273,8.18,0.52,10.5,7,melted,13.6,7,chocolate,1.3,3
0.28,6.3,340,45,152,0.9921,8.29,0.46,11.6,9,melted,12.6,7,raisins,1.93,3
0.38,1.6,660,34,182,0.9968,8.23,0.38,8.5,5,melted,18.2,7,"nuts,raisins",1.2,3
0.26,2.3,300,11,103,0.99106,8.06,0.42,11.1,8,melted,13.8,7,raisins,1.93,3
0.14,2.7,420,27,160,0.9931,8.46,0.51,10.6,9,melted,11.8,7,"nuts, chocolate",1.19,3
0.35,5.5,540,37,183,0.99474,8.08,0.5,10.3,7,melted,14.4,7,chocolate,1.21,3
0.31,7.5,520,55,230,0.9949,8.19,0.46,9.8,7,melted,11.6,7,raisins,1.33,3
0.33,1.2,450,71,162,0.9914,8.07,0.47,11,8,melted,16,7,"chocolate, oats",2,3
0.32,7.6,380,48,203,0.9958,8.45,0.54,9.7,9,melted,13,7,chocolate,1.41,3
0.22,5.1,370,23,131,0.9944,8.29,0.32,10.1,7,melted,12.8,7,chocolate,1.57,3
0.24,1.4,570,17,117,0.9928,8.16,0.35,10.5,7,melted,14.4,7,raisins,1.04,3
0.29,3.1,410,37,144,0.98944,8.22,0.39,12.8,9,melted,12,7,chocolate,1.13,3
0.38,2.1,580,14,167,0.994,8.21,0.55,9.9,7,melted,15.6,7,chocolate,1.02,3
0.28,1.6,500,33,137,0.9929,8.31,0.56,10.5,8,melted,14.8,7,raisins,1.48,3
0.74,11.9,460,54,168,0.9978,8.58,0.68,10.1,7,melted,12.8,7,"chocolate, oats",1.98,3
0.21,1.65,1170,40,240,0.9938,8.11,0.57,9.3,7,melted,13.4,7,"nuts, oats, chocolate",1.04,3
0.42,5.1,360,7,77,0.9939,8.16,0.52,11.7,7,melted,16.8,7,"chocolate, oats",1.03,3
0.28,1.6,520,46,169,0.9926,8.05,0.41,10.5,7,melted,14.2,7,chocolate,1.24,3
0.39,17.95,570,45,149,0.9999,8.21,0.36,8.6,7,melted,14.6,7,chocolate,1.3,3
0.33,5,450,30,131,0.9942,8.32,0.44,10.9,8,melted,15,7,raisins,1.62,3
0.21,1,440,13,98,0.99345,8.14,0.46,9.2,7,melted,12.4,7,"nuts, chocolate",1.09,3
0.39,2.4,480,25,157,0.99133,8.2,0.54,11.1,9,melted,13.8,7,raisins,1.16,3
0.39,6.7,360,6,117,0.9938,8.12,0.42,10.7,7,melted,15.8,7,chocolate,1.48,3
0.23,1.1,440,38,180,0.98924,8.28,0.34,11.9,8,melted,9.6,7,chocolate,1.23,3
0.2,5.6,1170,61,183,0.99459,8.24,0.43,9.5,7,melted,12.8,7,raisins,1.51,3
0.03,1.8,580,4,8,0.9972,8.36,0.33,9.1,4,cubed,15.8,7,"chocolate, peanut butter",1.53,3
0.4,2.2,580,6,10,0.99536,8.31,0.68,11.2,7,cubed,16.4,7,raisins,1.95,3
0.35,2.8,380,10,164,0.9912,8.09,0.53,12,8,melted,13.6,7,raisins,1.29,3
0.26,1.9,790,42,140,0.9964,8.23,0.54,9.5,5,cubed,15.8,7,"nuts,raisins",1.33,3
0.4,22,480,48,167,1.001,7.93,0.5,8.7,7,melted,13.6,7,chocolate,1.24,3
0.24,6.9,690,9,117,0.9942,8.15,0.35,10.2,6,melted,12.6,7,raisins,1.32,3
0.39,2.3,330,29,102,0.9908,8.26,0.54,12.3,9,melted,14.4,7,chocolate,1.28,3
0.25,2.5,1040,35,155,1.001,8.41,0.67,11.2,5,cubed,19.6,7,"chocolate, peanut butter",1.51,3
0.65,1.4,460,28,157,0.9946,8.33,0.62,9.4,8,melted,14.6,7,"chocolate, oats",1.15,3
0.73,14.35,440,27,191,1.00013,7.96,0.88,8.7,7,melted,17.4,7,raisins,1.74,3
0.6,2.1,1120,12,90,0.9973,8.2,0.52,9.2,5,cubed,16.8,7,"nuts, oats, chocolate",1.65,3
0.3,11.2,460,53,149,0.99479,8.21,0.34,10.8,7,melted,12.8,7,chocolate,1.2,3
0.38,1.5,320,28,112,0.9914,8.25,0.55,11.4,9,melted,13.2,7,"chocolate, oats",1.24,3
0.27,1.4,410,51,117,0.9909,8.28,0.38,11.2,8,melted,12.4,7,"chocolate, oats",1.4,3
0.14,8.3,320,35,164,0.9918,8.53,0.51,12.5,10,melted,10,7,"nuts,raisins",1.04,3
